"Hot Spots - Method","Self time [%]","Self time","Invocations"
"java.lang.ClassLoader.loadClass(String, boolean)","9.983711E-5","0.08 ms","29"
"java.lang.reflect.Constructor.acquireConstructorAccessor()","9.734118E-5","0.078 ms","9"
"java.util.concurrent.ThreadPoolExecutor$Worker.interruptIfIdle()","9.6093216E-5","0.077 ms","50"
"java.lang.StringValue.from(char[])","9.6093216E-5","0.077 ms","214"
"java.util.ArrayList.<init>()","9.484526E-5","0.076 ms","129"
"clojure.lang.AFn.call()","9.484526E-5","0.076 ms","10"
"java.io.ObjectOutputStream$BlockDataOutputStream.writeLongs(long[], int, int)","9.359729E-5","0.075 ms","19"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.release(int)","9.359729E-5","0.075 ms","140"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.doReleaseShared()","9.110136E-5","0.073 ms","10"
"java.lang.ClassLoader.checkName(String)","8.98534E-5","0.072 ms","57"
"java.lang.ClassLoader.findBootstrapClassOrNull(String)","8.610951E-5","0.069 ms","28"
"java.util.concurrent.ThreadPoolExecutor.interruptIdleWorkers()","8.610951E-5","0.069 ms","10"
"java.io.ObjectInputStream.readShort()","8.610951E-5","0.069 ms","263"
"java.io.ObjectStreamClass.matchFields(java.io.ObjectStreamField[], java.io.ObjectStreamClass)","8.610951E-5","0.069 ms","6"
"java.lang.String.replace(char, char)","8.4861545E-5","0.068 ms","33"
"java.io.ObjectOutputStream.writeShort(int)","8.4861545E-5","0.068 ms","403"
"java.net.PlainSocketImpl.acquireFD()","8.4861545E-5","0.068 ms","395"
"java.io.ObjectOutputStream.writeTypeString(String)","8.361358E-5","0.067 ms","119"
"java.util.Hashtable.<init>(int, float)","8.361358E-5","0.067 ms","8"
"java.util.concurrent.ConcurrentHashMap$Segment.remove(Object, int, Object)","8.2365616E-5","0.066 ms","14"
"java.util.WeakHashMap.getEntry(Object)","8.2365616E-5","0.066 ms","16"
"java.util.concurrent.FutureTask$Sync.innerSet(Object)","8.111765E-5","0.065 ms","10"
"java.util.HashMap$HashIterator.<init>(java.util.HashMap)","7.9869686E-5","0.064 ms","122"
"java.util.ArrayList.ensureCapacity(int)","7.9869686E-5","0.064 ms","215"
"java.io.BufferedOutputStream.write(int)","7.862173E-5","0.063 ms","139"
"java.lang.reflect.Method.acquireMethodAccessor()","7.737376E-5","0.062 ms","2"
"java.lang.StringBuilder.append(long)","7.737376E-5","0.062 ms","81"
"java.util.concurrent.ConcurrentHashMap$Segment.put(Object, int, Object, boolean)","7.61258E-5","0.061 ms","28"
"java.util.HashMap$ValueIterator.<init>(java.util.HashMap, java.util.HashMap.1)","7.61258E-5","0.061 ms","112"
"java.io.ObjectStreamClass.setObjFieldValues(Object, Object[])","7.61258E-5","0.061 ms","107"
"javax.management.openmbean.SimpleType.equals(Object)","7.61258E-5","0.061 ms","148"
"java.util.Arrays.rangeCheck(int, int, int)","7.23819E-5","0.058 ms","430"
"java.util.logging.LogManager.getLogManager()","7.23819E-5","0.058 ms","54"
"java.io.ObjectInputStream.readUTF()","7.23819E-5","0.058 ms","198"
"java.io.ObjectStreamClass$FieldReflector.setObjFieldValues(Object, Object[])","7.23819E-5","0.058 ms","107"
"java.util.LinkedHashMap.get(Object)","7.113394E-5","0.057 ms","1"
"java.util.Arrays.fill(Object[], int, int, Object)","7.113394E-5","0.057 ms","200"
"java.lang.Long.equals(Object)","6.8638015E-5","0.055 ms","101"
"java.lang.AbstractStringBuilder.stringSizeOfLong(long)","6.8638015E-5","0.055 ms","81"
"java.util.HashMap$Values.iterator()","6.6142085E-5","0.053 ms","112"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.releaseShared(int)","6.6142085E-5","0.053 ms","10"
"java.io.ObjectInputStream.checkResolve(Object)","6.489412E-5","0.052 ms","372"
"java.io.ObjectInputStream.readByte()","6.489412E-5","0.052 ms","198"
"java.util.Collections.swap(java.util.List, int, int)","6.489412E-5","0.052 ms","12"
"java.lang.Math.min(long, long)","6.3646155E-5","0.051 ms","425"
"java.io.ObjectInputStream$HandleTable.clear()","6.23982E-5","0.05 ms","9"
"java.util.HashSet.<init>()","6.23982E-5","0.05 ms","22"
"java.io.SerialCallbackContext.setUsed()","6.23982E-5","0.05 ms","568"
"java.net.PlainSocketImpl.isConnectionReset()","6.115023E-5","0.049 ms","199"
"java.util.concurrent.FutureTask.run()","6.115023E-5","0.049 ms","10"
"java.lang.StringBuilder.append(char)","5.8654303E-5","0.047 ms","116"
"java.util.logging.Logger.setLevel(java.util.logging.Level)","5.7406338E-5","0.046 ms","18"
"java.net.PlainSocketImpl.available()","5.7406338E-5","0.046 ms","1"
"java.util.Hashtable.put(Object, Object)","5.7406338E-5","0.046 ms","4"
"java.lang.Throwable.<init>()","5.7406338E-5","0.046 ms","9"
"java.util.logging.LogManager$Cleaner.run()","5.7406338E-5","0.046 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.enq(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","5.6158377E-5","0.045 ms","9"
"java.util.concurrent.locks.ReentrantLock.unlock()","5.6158377E-5","0.045 ms","132"
"java.util.AbstractList.iterator()","5.6158377E-5","0.045 ms","20"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireInterruptibly(int)","5.6158377E-5","0.045 ms","9"
"java.util.HashMap$Entry.<init>(int, Object, Object, java.util.HashMap.Entry)","5.491041E-5","0.044 ms","126"
"java.util.concurrent.locks.ReentrantLock$NonfairSync.tryAcquire(int)","5.491041E-5","0.044 ms","18"
"java.lang.AbstractStringBuilder.append(char)","5.3662447E-5","0.043 ms","116"
"java.util.IdentityHashMap$KeyIterator.next()","5.3662447E-5","0.043 ms","3"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.addConditionWaiter()","5.3662447E-5","0.043 ms","9"
"java.util.HashSet.iterator()","5.3662447E-5","0.043 ms","10"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireQueued(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, int)","5.116652E-5","0.041 ms","9"
"java.util.concurrent.locks.ReentrantLock$Sync.nonfairTryAcquire(int)","4.9918555E-5","0.04 ms","67"
"java.util.logging.LogManager$RootLogger.getHandlers()","4.9918555E-5","0.04 ms","1"
"java.util.concurrent.ThreadPoolExecutor.tryTerminate()","4.9918555E-5","0.04 ms","1"
"java.io.ObjectInputStream$ValidationList.doCallbacks()","4.867059E-5","0.039 ms","289"
"java.lang.String.indexOf(int)","4.867059E-5","0.039 ms","57"
"java.util.concurrent.ThreadPoolExecutor.workerCanExit()","4.867059E-5","0.039 ms","10"
"java.lang.StringBuilder.append(int)","4.742263E-5","0.038 ms","14"
"java.lang.Thread.checkAccess()","4.742263E-5","0.038 ms","44"
"java.util.HashMap$KeySet.iterator()","4.6174664E-5","0.037 ms","10"
"java.lang.AbstractStringBuilder.append(int)","4.6174664E-5","0.037 ms","14"
"java.lang.StackTraceElement.isNativeMethod()","4.6174664E-5","0.037 ms","163"
"java.io.ObjectInputStream.readHandle(boolean)","4.6174664E-5","0.037 ms","9"
"java.lang.Exception.<init>(String)","4.49267E-5","0.036 ms","53"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.transferAfterCancelledWait(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","4.49267E-5","0.036 ms","9"
"java.io.ObjectInputStream$BlockDataInputStream.readLongs(long[], int, int)","4.49267E-5","0.036 ms","9"
"java.io.ObjectStreamClass$Caches.access$2500()","4.3678738E-5","0.035 ms","340"
"java.util.concurrent.ConcurrentHashMap.remove(Object, Object)","4.3678738E-5","0.035 ms","14"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.signalAll()","4.3678738E-5","0.035 ms","1"
"java.io.ObjectStreamClass.getVariantFor(Class)","4.2430773E-5","0.034 ms","115"
"java.util.HashMap$KeyIterator.next()","4.2430773E-5","0.034 ms","50"
"java.util.concurrent.atomic.AtomicInteger.incrementAndGet()","4.2430773E-5","0.034 ms","15"
"java.lang.Integer.equals(Object)","4.2430773E-5","0.034 ms","83"
"java.util.Hashtable.keys()","4.2430773E-5","0.034 ms","1"
"java.util.logging.Logger.checkAccess()","4.2430773E-5","0.034 ms","18"
"java.util.ArrayList.get(int)","4.1182808E-5","0.033 ms","40"
"java.rmi.server.UID.equals(Object)","4.1182808E-5","0.033 ms","101"
"java.util.concurrent.locks.LockSupport.setBlocker(Thread, Object)","4.1182808E-5","0.033 ms","20"
"java.util.IdentityHashMap$KeyIterator.<init>(java.util.IdentityHashMap)","4.1182808E-5","0.033 ms","2"
"java.util.logging.LogManager.getLoggerNames()","4.1182808E-5","0.033 ms","1"
"java.util.Properties.<init>(java.util.Properties)","3.9934843E-5","0.032 ms","1"
"java.util.Arrays.fill(byte[], int, int, byte)","3.9934843E-5","0.032 ms","9"
"java.io.ObjectStreamClass$ClassDataSlot.<init>(java.io.ObjectStreamClass, boolean)","3.9934843E-5","0.032 ms","115"
"java.io.DataOutputStream.incCount(int)","3.9934843E-5","0.032 ms","146"
"java.util.HashMap$HashIterator.nextEntry()","3.9934843E-5","0.032 ms","50"
"java.util.IdentityHashMap$KeyIterator.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","3.868688E-5","0.031 ms","2"
"java.util.IdentityHashMap$IdentityHashMapIterator.<init>(java.util.IdentityHashMap)","3.868688E-5","0.031 ms","2"
"java.util.logging.LogManager.readPrimordialConfiguration()","3.868688E-5","0.031 ms","54"
"java.util.concurrent.locks.ReentrantLock.lockInterruptibly()","3.868688E-5","0.031 ms","9"
"java.util.concurrent.ConcurrentHashMap.putIfAbsent(Object, Object)","3.868688E-5","0.031 ms","14"
"java.util.HashMap.keySet()","3.7438916E-5","0.03 ms","10"
"java.util.ArrayList.RangeCheck(int)","3.7438916E-5","0.03 ms","64"
"java.util.AbstractList$Itr.next()","3.7438916E-5","0.03 ms","19"
"java.util.Hashtable.<init>()","3.7438916E-5","0.03 ms","1"
"java.util.WeakHashMap.getTable()","3.7438916E-5","0.03 ms","16"
"java.util.Properties.<init>()","3.7438916E-5","0.03 ms","1"
"java.io.ObjectInputStream$HandleTable.grow()","3.7438916E-5","0.03 ms","9"
"java.lang.ClassLoader.loadClass(String)","3.7438916E-5","0.03 ms","28"
"javax.management.openmbean.ArrayType.writeReplace()","3.619095E-5","0.029 ms","27"
"java.util.WeakHashMap.containsKey(Object)","3.619095E-5","0.029 ms","16"
"java.util.logging.LogManager.access$900(java.util.logging.LogManager)","3.619095E-5","0.029 ms","1"
"java.io.ByteArrayInputStream.read()","3.619095E-5","0.029 ms","171"
"javax.management.ObjectName$Property.<init>(int, int, int)","3.619095E-5","0.029 ms","114"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.unparkSuccessor(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","3.619095E-5","0.029 ms","3"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.reportInterruptAfterWait(int)","3.619095E-5","0.029 ms","9"
"java.io.BufferedInputStream.getInIfOpen()","3.494299E-5","0.028 ms","198"
"java.util.Hashtable$Entry.<init>(int, Object, Object, java.util.Hashtable.Entry)","3.494299E-5","0.028 ms","4"
"java.util.Collections$SynchronizedMap.containsKey(Object)","3.3695025E-5","0.027 ms","16"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.checkInterruptWhileWaiting(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","3.3695025E-5","0.027 ms","10"
"java.util.AbstractList$Itr.<init>(java.util.AbstractList, java.util.AbstractList.1)","3.3695025E-5","0.027 ms","20"
"java.lang.ApplicationShutdownHooks$1.run()","3.3695025E-5","0.027 ms","1"
"java.lang.reflect.Proxy.isProxyClass(Class)","3.244706E-5","0.026 ms","16"
"java.io.ByteArrayOutputStream.write(byte[], int, int)","3.244706E-5","0.026 ms","1"
"java.util.AbstractList$Itr.<init>(java.util.AbstractList)","3.244706E-5","0.026 ms","20"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetWaitStatus(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, int, int)","3.244706E-5","0.026 ms","12"
"java.util.Hashtable.getEnumeration(int)","3.11991E-5","0.025 ms","1"
"java.io.IOException.<init>(String)","3.11991E-5","0.025 ms","1"
"java.util.WeakHashMap.expungeStaleEntries()","3.11991E-5","0.025 ms","16"
"java.io.ObjectStreamException.<init>(String)","3.11991E-5","0.025 ms","1"
"java.lang.String.indexOf(int, int)","2.9951134E-5","0.024 ms","57"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.isOnSyncQueue(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","2.9951134E-5","0.024 ms","10"
"java.io.DataOutputStream.writeInt(int)","2.8703169E-5","0.023 ms","1"
"java.io.ObjectInputStream.readTypeString()","2.8703169E-5","0.023 ms","18"
"java.util.IdentityHashMap.access$600(Object)","2.8703169E-5","0.023 ms","3"
"java.util.LinkedHashMap$Entry.recordAccess(java.util.HashMap)","2.8703169E-5","0.023 ms","1"
"java.io.ObjectStreamField.getTypeString()","2.8703169E-5","0.023 ms","119"
"java.util.IdentityHashMap$IdentityHashMapIterator.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","2.7455206E-5","0.022 ms","2"
"java.io.ObjectInputStream.clear()","2.7455206E-5","0.022 ms","9"
"java.util.ArrayList.set(int, Object)","2.7455206E-5","0.022 ms","24"
"java.lang.InterruptedException.<init>()","2.620724E-5","0.021 ms","9"
"java.security.Provider$ServiceKey.equals(Object)","2.620724E-5","0.021 ms","1"
"java.util.HashMap.newKeyIterator()","2.620724E-5","0.021 ms","10"
"java.util.HashMap$KeyIterator.<init>(java.util.HashMap, java.util.HashMap.1)","2.4959278E-5","0.02 ms","10"
"java.util.concurrent.atomic.AtomicInteger.compareAndSet(int, int)","2.4959278E-5","0.02 ms","15"
"java.util.Hashtable$Enumerator.<init>(java.util.Hashtable, int, boolean)","2.3711314E-5","0.019 ms","1"
"java.lang.Exception.<init>()","2.3711314E-5","0.019 ms","9"
"java.lang.ref.SoftReference.<init>(Object)","2.3711314E-5","0.019 ms","58"
"java.net.SocketInputStream.available()","2.3711314E-5","0.019 ms","1"
"java.util.logging.LogManager.initializeGlobalHandlers()","2.246335E-5","0.018 ms","1"
"java.util.IdentityHashMap$IdentityHashMapIterator.nextIndex()","2.246335E-5","0.018 ms","3"
"java.util.logging.LogManager.checkAccess()","2.246335E-5","0.018 ms","19"
"java.util.Arrays.copyOf(byte[], int)","2.246335E-5","0.018 ms","2"
"java.util.HashMap$HashIterator.hasNext()","2.1215386E-5","0.017 ms","124"
"java.util.concurrent.locks.ReentrantLock.tryLock()","2.1215386E-5","0.017 ms","49"
"java.lang.Long.hashCode()","2.1215386E-5","0.017 ms","113"
"java.io.ObjectStreamClass.hasReadResolveMethod()","1.9967421E-5","0.016 ms","97"
"java.util.concurrent.ThreadPoolExecutor.workerDone(java.util.concurrent.ThreadPoolExecutor.Worker)","1.9967421E-5","0.016 ms","6"
"java.util.AbstractList$Itr.checkForComodification()","1.9967421E-5","0.016 ms","19"
"java.io.ObjectStreamField.compareTo(Object)","1.9967421E-5","0.016 ms","7"
"java.io.DataOutputStream.write(byte[], int, int)","1.9967421E-5","0.016 ms","1"
"java.io.ObjectStreamClass$EntryFuture.<init>()","1.8719458E-5","0.015 ms","14"
"java.io.ObjectStreamClass.hasReadObjectMethod()","1.8719458E-5","0.015 ms","106"
"java.security.Provider$ServiceKey.hashCode()","1.8719458E-5","0.015 ms","1"
"java.io.ObjectStreamClass$EntryFuture.<init>(java.io.ObjectStreamClass.1)","1.7471495E-5","0.014 ms","14"
"java.util.IdentityHashMap$KeySet.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","1.7471495E-5","0.014 ms","1"
"java.io.InvalidClassException.<init>(String, String)","1.7471495E-5","0.014 ms","1"
"java.io.ObjectInputStream$HandleTable.lookupObject(int)","1.7471495E-5","0.014 ms","9"
"java.util.concurrent.FutureTask$Sync.tryReleaseShared(int)","1.622353E-5","0.013 ms","10"
"java.util.Arrays.copyOf(Object[], int)","1.4975567E-5","0.012 ms","1"
"java.io.ObjectStreamClass.checkDeserialize()","1.4975567E-5","0.012 ms","97"
"java.net.PlainSocketImpl.isClosedOrPending()","1.4975567E-5","0.012 ms","17"
"java.lang.Float.isNaN(float)","1.4975567E-5","0.012 ms","80"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.<init>(Thread, int)","1.4975567E-5","0.012 ms","9"
"java.io.ByteArrayOutputStream.write(int)","1.4975567E-5","0.012 ms","4"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.fullyRelease(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","1.3727603E-5","0.011 ms","9"
"java.lang.ThreadGroup.add(Thread)","1.3727603E-5","0.011 ms","2"
"java.lang.reflect.Method.setMethodAccessor(sun.reflect.MethodAccessor)","1.3727603E-5","0.011 ms","4"
"java.rmi.server.ObjID.hashCode()","1.3727603E-5","0.011 ms","101"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetHead(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","1.2479639E-5","0.01 ms","1"
"java.util.Collections$SynchronizedMap.get(Object)","1.2479639E-5","0.01 ms","8"
"java.util.logging.Logger.updateEffectiveLevel()","1.2479639E-5","0.01 ms","18"
"java.io.DataInputStream.readInt()","1.2479639E-5","0.01 ms","8"
"java.util.concurrent.locks.ReentrantLock$Sync.isHeldExclusively()","1.2479639E-5","0.01 ms","1"
"java.util.HashMap.removeEntryForKey(Object)","1.2479639E-5","0.01 ms","6"
"java.util.AbstractList$Itr.hasNext()","1.1231675E-5","0.0090 ms","26"
"java.util.IdentityHashMap.unmaskNull(Object)","1.1231675E-5","0.0090 ms","3"
"java.lang.ref.Reference.<init>(Object)","1.1231675E-5","0.0090 ms","61"
"java.io.ObjectStreamClass.isInstantiable()","1.1231675E-5","0.0090 ms","97"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetTail(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","1.1231675E-5","0.0090 ms","10"
"java.lang.AbstractStringBuilder.stringSizeOfInt(int)","1.1231675E-5","0.0090 ms","14"
"java.util.IdentityHashMap$KeySet.<init>(java.util.IdentityHashMap)","1.1231675E-5","0.0090 ms","1"
"java.util.concurrent.ConcurrentHashMap$HashEntry.<init>(Object, int, java.util.concurrent.ConcurrentHashMap.HashEntry, Object)","9.983711E-6","0.0080 ms","16"
"java.util.concurrent.ConcurrentHashMap.put(Object, Object)","9.983711E-6","0.0080 ms","14"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.predecessor()","9.983711E-6","0.0080 ms","9"
"java.util.HashMap$KeyIterator.<init>(java.util.HashMap)","9.983711E-6","0.0080 ms","10"
"java.util.Hashtable$Enumerator.nextElement()","9.983711E-6","0.0080 ms","19"
"java.io.ObjectStreamClass.invokeWriteReplace(Object)","9.983711E-6","0.0080 ms","27"
"java.util.logging.Logger.getHandlers()","9.983711E-6","0.0080 ms","18"
"java.util.HashSet.add(Object)","9.983711E-6","0.0080 ms","12"
"java.lang.reflect.Constructor.setConstructorAccessor(sun.reflect.ConstructorAccessor)","8.7357475E-6","0.0070 ms","25"
"java.util.Dictionary.<init>()","7.4877835E-6","0.0060 ms","8"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.<init>()","7.4877835E-6","0.0060 ms","1"
"java.io.ObjectStreamClass$2.<init>(java.io.ObjectStreamClass, Class)","7.4877835E-6","0.0060 ms","8"
"java.lang.Integer.getChars(int, int, char[])","7.4877835E-6","0.0060 ms","14"
"java.util.IdentityHashMap$IdentityHashMapIterator.hasNext()","7.4877835E-6","0.0060 ms","4"
"java.lang.Thread.join()","7.4877835E-6","0.0060 ms","1"
"java.util.logging.LogManager.access$000()","7.4877835E-6","0.0060 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.setHead(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","6.2398194E-6","0.0050 ms","9"
"java.util.Hashtable$Enumerator.hasMoreElements()","6.2398194E-6","0.0050 ms","20"
"java.lang.Math.max(int, int)","6.2398194E-6","0.0050 ms","19"
"java.util.Arrays.copyOf(Object[], int, Class)","6.2398194E-6","0.0050 ms","1"
"java.util.Arrays.swap(Object[], int, int)","6.2398194E-6","0.0050 ms","36"
"java.io.ObjectStreamClass$1.<init>(java.io.ObjectStreamClass)","6.2398194E-6","0.0050 ms","1"
"java.util.Hashtable.remove(Object)","6.2398194E-6","0.0050 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.unlinkCancelledWaiters()","4.9918553E-6","0.0040 ms","5"
"java.io.ObjectStreamClass$EntryFuture.set(Object)","4.9918553E-6","0.0040 ms","14"
"java.util.WeakHashMap.maskNull(Object)","4.9918553E-6","0.0040 ms","16"
"java.util.logging.LogManager.access$302(java.util.logging.LogManager, boolean)","2.4959277E-6","0.0020 ms","1"
"java.io.DataInputStream.readUnsignedShort()","2.4959277E-6","0.0020 ms","4"
"java.util.logging.LogManager.access$402(java.util.logging.LogManager, boolean)","1.2479638E-6","0.0010 ms","1"
"java.io.ObjectInputStream$ValidationList.clear()","1.2479638E-6","0.0010 ms","9"
"java.util.WeakHashMap.indexFor(int, int)","0.0","0.0 ms","16"
"java.util.concurrent.LinkedBlockingQueue.poll()","0.0","0.0 ms","10"
"java.lang.StringBuffer.toString()","0.0","0.0 ms","9"
"java.util.HashMap.remove(Object)","0.0","0.0 ms","6"
"java.util.HashSet.remove(Object)","0.0","0.0 ms","6"
"java.io.DataInputStream.readShort()","0.0","0.0 ms","4"
"java.lang.Thread.join(long)","0.0","0.0 ms","1"
