"Hot Spots - Method","Self time [%]","Self time","Invocations"
"java.io.ObjectStreamClass.<init>()","9.057064E-5","0.337 ms","1624"
"java.net.SocketOutputStream.write(byte[], int, int)","9.003313E-5","0.335 ms","953"
"java.lang.String.lastIndexOf(int, int)","8.976437E-5","0.334 ms","1624"
"java.io.ObjectInputStream.readUTF()","8.976437E-5","0.334 ms","980"
"java.io.ObjectStreamClass$FieldReflector.setPrimFieldValues(Object, byte[])","8.358299E-5","0.311 ms","546"
"java.io.ObjectOutputStream$BlockDataOutputStream.writeLongs(long[], int, int)","8.1164195E-5","0.302 ms","99"
"java.util.HashMap.containsKey(Object)","8.008917E-5","0.298 ms","606"
"java.net.PlainSocketImpl.isConnectionReset()","7.901415E-5","0.294 ms","927"
"java.lang.ClassLoader.findBootstrapClassOrNull(String)","7.7132856E-5","0.287 ms","127"
"java.io.ObjectOutputStream.writeTypeString(String)","7.552032E-5","0.281 ms","567"
"java.util.HashMap$HashIterator.<init>(java.util.HashMap)","6.880143E-5","0.256 ms","572"
"java.util.HashMap$ValueIterator.<init>(java.util.HashMap, java.util.HashMap.1)","6.799517E-5","0.253 ms","566"
"java.util.ArrayList.<init>()","6.6382636E-5","0.247 ms","506"
"java.io.ObjectStreamClass.setObjFieldValues(Object, Object[])","6.423259E-5","0.239 ms","546"
"java.io.ObjectInputStream$BlockDataInputStream.readFully(byte[], int, int, boolean)","6.2082545E-5","0.231 ms","588"
"java.io.ObjectStreamClass$FieldReflector.setObjFieldValues(Object, Object[])","6.1813786E-5","0.23 ms","546"
"java.io.ObjectInputStream.readByte()","6.1276274E-5","0.228 ms","980"
"java.io.SerialCallbackContext.setUsed()","6.1007522E-5","0.227 ms","3221"
"java.lang.StringBuilder.append(long)","6.0201255E-5","0.224 ms","383"
"java.util.HashMap$Entry.<init>(int, Object, Object, java.util.HashMap.Entry)","5.805121E-5","0.216 ms","606"
"java.util.ArrayList.writeObject(java.io.ObjectOutputStream)","5.7782454E-5","0.215 ms","99"
"java.lang.ClassLoader.checkName(String)","5.7782454E-5","0.215 ms","255"
"java.io.DataOutputStream.incCount(int)","5.6976187E-5","0.212 ms","916"
"java.io.ObjectInputStream$ValidationList.doCallbacks()","5.670743E-5","0.211 ms","1489"
"java.util.HashMap$Values.iterator()","5.5901164E-5","0.208 ms","566"
"java.io.ObjectStreamClass$Caches.access$2500()","5.4557386E-5","0.203 ms","1624"
"java.util.IdentityHashMap$KeySet.iterator()","5.321361E-5","0.198 ms","2"
"java.rmi.server.UID.equals(Object)","5.2407344E-5","0.195 ms","522"
"java.io.ObjectInputStream.checkResolve(Object)","5.1601077E-5","0.192 ms","1893"
"java.util.ArrayList.ensureCapacity(int)","5.02573E-5","0.187 ms","860"
"java.io.BufferedInputStream.getInIfOpen()","4.9988543E-5","0.186 ms","923"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await()","4.9182276E-5","0.183 ms","7"
"java.lang.StackTraceElement.isNativeMethod()","4.837601E-5","0.18 ms","874"
"java.util.concurrent.ThreadPoolExecutor$Worker.runTask(Runnable)","4.756974E-5","0.177 ms","13"
"java.lang.ClassLoader.loadClass(String, boolean)","4.7300986E-5","0.176 ms","128"
"java.lang.Integer.equals(Object)","4.649472E-5","0.173 ms","535"
"java.lang.StringBuilder.append(char)","4.4344673E-5","0.165 ms","493"
"java.util.concurrent.ThreadPoolExecutor$Worker.run()","4.4075918E-5","0.164 ms","13"
"java.io.ObjectInputStream$BlockDataInputStream.readLongs(long[], int, int)","4.3538406E-5","0.162 ms","42"
"java.lang.Long.hashCode()","4.2463384E-5","0.158 ms","522"
"java.util.IdentityHashMap.keySet()","4.1388364E-5","0.154 ms","1"
"javax.management.ObjectName$Property.<init>(int, int, int)","4.0850853E-5","0.152 ms","606"
"java.io.ObjectStreamClass$ClassDataSlot.<init>(java.io.ObjectStreamClass, boolean)","3.8163296E-5","0.142 ms","545"
"java.io.Bits.getInt(byte[], int)","3.7625785E-5","0.14 ms","1437"
"java.io.ObjectStreamField.getTypeString()","3.7625785E-5","0.14 ms","567"
"java.util.logging.LogManager.reset()","3.6550762E-5","0.136 ms","1"
"java.io.ByteArrayInputStream.read()","3.547574E-5","0.132 ms","798"
"java.lang.Thread.interrupted()","3.547574E-5","0.132 ms","77"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireQueued(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, int)","3.4669472E-5","0.129 ms","13"
"java.io.ObjectInputStream.readHandle(boolean)","3.413196E-5","0.127 ms","42"
"java.io.ObjectInputStream$HandleTable.grow()","3.3325694E-5","0.124 ms","42"
"java.util.concurrent.ThreadPoolExecutor.getTask()","3.171316E-5","0.118 ms","9"
"java.lang.AbstractStringBuilder.stringSizeOfLong(long)","2.7144315E-5","0.101 ms","383"
"java.lang.ClassLoader.loadClass(String)","2.6606805E-5","0.099 ms","127"
"java.lang.String.indexOf(int)","2.6069294E-5","0.097 ms","255"
"java.io.ObjectInputStream$HandleTable.clear()","2.5800538E-5","0.096 ms","42"
"java.util.logging.LogManager.resetLogger(String)","2.5263027E-5","0.094 ms","19"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetState(int, int)","2.4994271E-5","0.093 ms","80"
"java.util.logging.LogManager.getLogger(String)","2.445676E-5","0.091 ms","69"
"java.io.ObjectStreamClass.getVariantFor(Class)","2.4188004E-5","0.09 ms","545"
"java.lang.ApplicationShutdownHooks.runHooks()","2.3919249E-5","0.089 ms","1"
"java.util.concurrent.FutureTask$Sync.innerSet(Object)","2.3919249E-5","0.089 ms","8"
"java.util.AbstractList.iterator()","2.3381737E-5","0.087 ms","42"
"java.rmi.server.ObjID.hashCode()","2.3381737E-5","0.087 ms","522"
"java.io.ObjectStreamClass.hasReadObjectMethod()","2.1769203E-5","0.081 ms","545"
"java.util.concurrent.LinkedBlockingQueue.take()","2.1500447E-5","0.08 ms","8"
"java.util.HashMap$HashIterator.hasNext()","2.0962936E-5","0.078 ms","573"
"java.util.concurrent.locks.LockSupport.setBlocker(Thread, Object)","2.0962936E-5","0.078 ms","99"
"java.io.ObjectStreamClass.checkDeserialize()","1.8812892E-5","0.07 ms","503"
"java.util.concurrent.locks.ReentrantLock$Sync.tryRelease(int)","1.8812892E-5","0.07 ms","46"
"java.io.ObjectStreamClass.hasReadResolveMethod()","1.8275381E-5","0.068 ms","503"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireInterruptibly(int)","1.8006625E-5","0.067 ms","8"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.doReleaseShared()","1.773787E-5","0.066 ms","8"
"java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill(java.util.concurrent.SynchronousQueue.TransferStack.SNode, boolean, long)","1.7200358E-5","0.064 ms","1"
"java.io.ObjectInputStream.readTypeString()","1.6662847E-5","0.062 ms","84"
"java.util.Hashtable.<init>(int, float)","1.6662847E-5","0.062 ms","6"
"clojure.lang.AFn.call()","1.6662847E-5","0.062 ms","10"
"java.util.concurrent.SynchronousQueue$TransferStack.transfer(Object, boolean, long)","1.6662847E-5","0.062 ms","1"
"java.util.Hashtable.put(Object, Object)","1.6394091E-5","0.061 ms","18"
"java.util.Collections.swap(java.util.List, int, int)","1.6394091E-5","0.061 ms","42"
"java.io.ObjectStreamClass.isInstantiable()","1.6125336E-5","0.06 ms","503"
"java.util.concurrent.locks.ReentrantLock$NonfairSync.lock()","1.5319069E-5","0.057 ms","28"
"java.lang.String.indexOf(int, int)","1.5050314E-5","0.056 ms","255"
"java.util.logging.LogManager.getLogManager()","1.5050314E-5","0.056 ms","50"
"java.io.ObjectInputStream.clear()","1.4781558E-5","0.055 ms","42"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.release(int)","1.4244047E-5","0.053 ms","46"
"java.lang.Thread.checkAccess()","1.343778E-5","0.05 ms","15"
"java.util.Arrays.fill(byte[], int, int, byte)","1.343778E-5","0.05 ms","42"
"java.util.ArrayList.get(int)","1.3169025E-5","0.049 ms","84"
"java.util.concurrent.locks.ReentrantLock$Sync.nonfairTryAcquire(int)","1.3169025E-5","0.049 ms","51"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.addConditionWaiter()","1.3169025E-5","0.049 ms","7"
"java.util.logging.LogManager$Cleaner.run()","1.3169025E-5","0.049 ms","1"
"java.lang.Throwable.<init>()","1.3169025E-5","0.049 ms","7"
"java.util.Arrays.swap(Object[], int, int)","1.3169025E-5","0.049 ms","186"
"java.util.concurrent.ThreadPoolExecutor.tryTerminate()","1.2900269E-5","0.048 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.releaseShared(int)","1.2900269E-5","0.048 ms","8"
"java.lang.Thread.setName(String)","1.2362758E-5","0.046 ms","5"
"javax.management.openmbean.ArrayType.writeReplace()","1.2362758E-5","0.046 ms","123"
"java.util.logging.Logger.setLevel(java.util.logging.Level)","1.2362758E-5","0.046 ms","18"
"java.util.AbstractList$Itr.next()","1.2094002E-5","0.045 ms","40"
"java.io.ObjectStreamClass.invokeWriteReplace(Object)","1.2094002E-5","0.045 ms","123"
"java.util.concurrent.locks.ReentrantLock.lock()","1.18252465E-5","0.044 ms","28"
"java.util.IdentityHashMap$KeySet.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","1.18252465E-5","0.044 ms","1"
"java.util.AbstractList$Itr.<init>(java.util.AbstractList, java.util.AbstractList.1)","1.18252465E-5","0.044 ms","42"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.enq(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","1.1556491E-5","0.043 ms","7"
"java.util.concurrent.FutureTask.run()","1.1287735E-5","0.042 ms","10"
"java.util.concurrent.locks.ReentrantLock.unlock()","1.1287735E-5","0.042 ms","39"
"java.util.IdentityHashMap$KeyIterator.next()","1.1018979E-5","0.041 ms","4"
"java.util.concurrent.locks.ReentrantLock.lockInterruptibly()","1.0750224E-5","0.04 ms","8"
"java.util.AbstractList$Itr.hasNext()","1.0212713E-5","0.038 ms","40"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.parkAndCheckInterrupt()","9.943958E-6","0.037 ms","41"
"java.util.concurrent.SynchronousQueue.poll(long, java.util.concurrent.TimeUnit)","9.943958E-6","0.037 ms","1"
"java.util.AbstractList$Itr.<init>(java.util.AbstractList)","9.675202E-6","0.036 ms","42"
"java.lang.Thread.interrupt()","9.406446E-6","0.035 ms","15"
"java.util.HashMap$KeySet.iterator()","8.868935E-6","0.033 ms","6"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.transferAfterCancelledWait(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","8.600179E-6","0.032 ms","7"
"java.util.concurrent.atomic.AtomicInteger.compareAndSet(int, int)","8.600179E-6","0.032 ms","12"
"java.util.concurrent.locks.ReentrantLock$NonfairSync.tryAcquire(int)","8.600179E-6","0.032 ms","36"
"java.util.IdentityHashMap$KeyIterator.<init>(java.util.IdentityHashMap)","8.600179E-6","0.032 ms","2"
"java.util.logging.Logger.checkAccess()","8.600179E-6","0.032 ms","18"
"java.util.Properties.<init>(java.util.Properties)","8.600179E-6","0.032 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.unparkSuccessor(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","8.600179E-6","0.032 ms","8"
"java.util.IdentityHashMap$KeyIterator.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","8.3314235E-6","0.031 ms","2"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetWaitStatus(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, int, int)","8.3314235E-6","0.031 ms","26"
"java.util.IdentityHashMap.access$600(Object)","8.3314235E-6","0.031 ms","4"
"java.util.ArrayList.RangeCheck(int)","8.062668E-6","0.03 ms","168"
"java.util.IdentityHashMap$IdentityHashMapIterator.<init>(java.util.IdentityHashMap)","8.062668E-6","0.03 ms","2"
"java.lang.AbstractStringBuilder.append(int)","7.793912E-6","0.029 ms","4"
"java.util.logging.LogManager$RootLogger.getHandlers()","7.793912E-6","0.029 ms","1"
"java.util.HashMap.newKeyIterator()","7.793912E-6","0.029 ms","6"
"java.util.concurrent.atomic.AtomicInteger.incrementAndGet()","7.793912E-6","0.029 ms","12"
"java.net.PlainSocketImpl.available()","7.793912E-6","0.029 ms","3"
"java.lang.ApplicationShutdownHooks$1.run()","7.525157E-6","0.028 ms","1"
"java.util.HashMap$KeyIterator.<init>(java.util.HashMap, java.util.HashMap.1)","7.525157E-6","0.028 ms","6"
"java.util.Hashtable.<init>()","7.525157E-6","0.028 ms","1"
"java.util.logging.LogManager.readPrimordialConfiguration()","7.256401E-6","0.027 ms","50"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.isOnSyncQueue(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","7.256401E-6","0.027 ms","8"
"java.util.concurrent.ThreadPoolExecutor.interruptIdleWorkers()","7.256401E-6","0.027 ms","6"
"java.util.logging.LogManager.getLoggerNames()","7.256401E-6","0.027 ms","1"
"java.util.ArrayList.set(int, Object)","6.9876455E-6","0.026 ms","84"
"java.lang.StringBuilder.append(int)","6.9876455E-6","0.026 ms","4"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.checkInterruptWhileWaiting(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","6.9876455E-6","0.026 ms","8"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.reportInterruptAfterWait(int)","6.9876455E-6","0.026 ms","7"
"java.util.concurrent.FutureTask$Sync.tryReleaseShared(int)","6.9876455E-6","0.026 ms","8"
"java.util.HashMap.keySet()","6.9876455E-6","0.026 ms","6"
"java.util.HashSet.iterator()","6.4501346E-6","0.024 ms","6"
"java.util.concurrent.SynchronousQueue$TransferStack.snode(java.util.concurrent.SynchronousQueue.TransferStack.SNode, Object, java.util.concurrent.SynchronousQueue.TransferStack.SNode, int)","6.181379E-6","0.023 ms","1"
"java.net.SocketInputStream.available()","6.181379E-6","0.023 ms","3"
"java.util.Properties.<init>()","6.181379E-6","0.023 ms","1"
"java.lang.InterruptedException.<init>()","6.181379E-6","0.023 ms","7"
"java.util.Arrays.copyOf(Object[], int)","5.9126232E-6","0.022 ms","2"
"java.util.IdentityHashMap$IdentityHashMapIterator.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","5.9126232E-6","0.022 ms","2"
"java.util.Hashtable.keys()","5.9126232E-6","0.022 ms","1"
"java.util.logging.LogManager.access$900(java.util.logging.LogManager)","5.9126232E-6","0.022 ms","1"
"java.util.concurrent.SynchronousQueue$TransferStack.shouldSpin(java.util.concurrent.SynchronousQueue.TransferStack.SNode)","5.6438676E-6","0.021 ms","33"
"java.util.logging.LogManager.checkAccess()","5.6438676E-6","0.021 ms","19"
"java.lang.Exception.<init>()","5.6438676E-6","0.021 ms","7"
"java.lang.AbstractStringBuilder.stringSizeOfInt(int)","5.1063566E-6","0.019 ms","4"
"java.util.Hashtable.getEnumeration(int)","5.1063566E-6","0.019 ms","1"
"java.io.DataOutputStream.writeInt(int)","5.1063566E-6","0.019 ms","3"
"java.util.IdentityHashMap$IdentityHashMapIterator.nextIndex()","5.1063566E-6","0.019 ms","4"
"java.io.DataOutputStream.write(byte[], int, int)","5.1063566E-6","0.019 ms","3"
"java.util.concurrent.SynchronousQueue$TransferStack.casHead(java.util.concurrent.SynchronousQueue.TransferStack.SNode, java.util.concurrent.SynchronousQueue.TransferStack.SNode)","5.1063566E-6","0.019 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.signalAll()","5.1063566E-6","0.019 ms","1"
"java.util.HashMap$KeyIterator.<init>(java.util.HashMap)","4.837601E-6","0.018 ms","6"
"java.util.Hashtable$Enumerator.<init>(java.util.Hashtable, int, boolean)","4.5688453E-6","0.017 ms","1"
"java.lang.Float.isNaN(float)","4.3000896E-6","0.016 ms","71"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.predecessor()","4.031334E-6","0.015 ms","66"
"java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl.compareAndSet(Object, Object, Object)","3.7625784E-6","0.014 ms","1"
"java.util.IdentityHashMap$KeySet.<init>(java.util.IdentityHashMap)","3.4938228E-6","0.013 ms","1"
"java.net.PlainSocketImpl.isClosedOrPending()","3.4938228E-6","0.013 ms","16"
"java.util.AbstractList$Itr.checkForComodification()","3.4938228E-6","0.013 ms","40"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.<init>(Thread, int)","3.4938228E-6","0.013 ms","7"
"java.lang.Thread.isInterrupted()","3.4938228E-6","0.013 ms","34"
"java.lang.ThreadGroup.add(Thread)","3.2250673E-6","0.012 ms","2"
"java.util.Hashtable$Entry.<init>(int, Object, Object, java.util.Hashtable.Entry)","3.2250673E-6","0.012 ms","18"
"java.util.concurrent.SynchronousQueue$TransferStack$SNode.<init>(Object)","3.2250673E-6","0.012 ms","1"
"java.util.concurrent.ThreadPoolExecutor.workerDone(java.util.concurrent.ThreadPoolExecutor.Worker)","3.2250673E-6","0.012 ms","2"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.fullyRelease(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","2.9563116E-6","0.011 ms","7"
"java.util.concurrent.ThreadPoolExecutor$Worker.interruptIfIdle()","2.9563116E-6","0.011 ms","15"
"java.util.logging.Logger.getHandlers()","2.9563116E-6","0.011 ms","18"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetHead(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","2.687556E-6","0.01 ms","1"
"java.lang.Thread.join()","2.687556E-6","0.01 ms","2"
"java.util.Hashtable$Enumerator.nextElement()","2.687556E-6","0.01 ms","19"
"java.lang.Integer.getChars(int, int, char[])","2.687556E-6","0.01 ms","4"
"java.io.ObjectInputStream$HandleTable.lookupObject(int)","2.4188005E-6","0.0090 ms","42"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.setHead(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","2.4188005E-6","0.0090 ms","12"
"java.io.DataInputStream.readInt()","2.1500448E-6","0.0080 ms","6"
"java.util.Arrays.copyOf(Object[], int, Class)","2.1500448E-6","0.0080 ms","2"
"java.util.logging.LogManager.access$000()","2.1500448E-6","0.0080 ms","1"
"java.util.Dictionary.<init>()","1.8812892E-6","0.0070 ms","6"
"java.util.IdentityHashMap$IdentityHashMapIterator.hasNext()","1.8812892E-6","0.0070 ms","5"
"java.io.ObjectInputStream$ValidationList.clear()","1.8812892E-6","0.0070 ms","42"
"java.util.concurrent.locks.ReentrantLock$Sync.isHeldExclusively()","1.8812892E-6","0.0070 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.<init>()","1.8812892E-6","0.0070 ms","1"
"java.util.IdentityHashMap.unmaskNull(Object)","1.6125337E-6","0.0060 ms","4"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.shouldParkAfterFailedAcquire(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","1.6125337E-6","0.0060 ms","53"
"java.util.Hashtable$Enumerator.hasMoreElements()","1.6125337E-6","0.0060 ms","20"
"java.util.logging.LogManager.initializeGlobalHandlers()","1.6125337E-6","0.0060 ms","1"
"java.util.logging.Logger.updateEffectiveLevel()","1.6125337E-6","0.0060 ms","18"
"java.util.Hashtable.remove(Object)","1.343778E-6","0.0050 ms","1"
"java.io.DataInputStream.readUnsignedShort()","1.0750224E-6","0.0040 ms","3"
"java.util.HashMap$HashIterator.nextEntry()","1.0750224E-6","0.0040 ms","15"
"java.util.concurrent.TimeUnit$1.toNanos(long)","1.0750224E-6","0.0040 ms","1"
"java.util.concurrent.LinkedBlockingQueue.poll()","1.0750224E-6","0.0040 ms","7"
"java.io.DataInputStream.readShort()","8.062668E-7","0.0030 ms","3"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.addWaiter(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","5.375112E-7","0.0020 ms","6"
"java.util.concurrent.ThreadPoolExecutor.workerCanExit()","5.375112E-7","0.0020 ms","7"
"java.util.logging.LogManager.access$302(java.util.logging.LogManager, boolean)","5.375112E-7","0.0020 ms","1"
"java.util.logging.LogManager.access$402(java.util.logging.LogManager, boolean)","5.375112E-7","0.0020 ms","1"
"java.net.PlainSocketImpl.isConnectionResetPending()","5.375112E-7","0.0020 ms","1"
"java.util.HashMap$KeyIterator.next()","2.687556E-7","0.0010 ms","15"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.unlinkCancelledWaiters()","2.687556E-7","0.0010 ms","4"
"java.util.concurrent.locks.ReentrantLock.tryLock()","2.687556E-7","0.0010 ms","15"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.compareAndSetTail(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","0.0","0.0 ms","13"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.<init>(Thread, java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","0.0","0.0 ms","6"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquire(int)","0.0","0.0 ms","6"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.selfInterrupt()","0.0","0.0 ms","5"
"java.util.HashMap.remove(Object)","0.0","0.0 ms","2"
"java.util.HashMap.removeEntryForKey(Object)","0.0","0.0 ms","2"
"java.util.HashSet.remove(Object)","0.0","0.0 ms","2"
"java.net.PlainSocketImpl.socketClose()","0.0","0.0 ms","1"
