"Hot Spots - Method","Self time [%]","Self time","Invocations"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter.initialValue()","1.11401805E-5","0.279 ms","1000"
"java.util.IdentityHashMap$KeySet.iterator()","1.0820749E-5","0.271 ms","2"
"java.lang.String.indexOf(int, int)","1.0501318E-5","0.263 ms","1193"
"java.util.concurrent.ThreadPoolExecutor$Worker.run()","1.0301673E-5","0.258 ms","12"
"java.lang.Thread.interrupt()","9.6228805E-6","0.241 ms","16"
"java.rmi.server.ObjID.hashCode()","9.4232355E-6","0.236 ms","1209"
"java.util.concurrent.locks.ReentrantReadWriteLock$Sync$ThreadLocalHoldCounter.initialValue()","9.2235905E-6","0.231 ms","1000"
"clojure.lang.Ref$TVal.<init>(Object, long, long, clojure.lang.Ref.TVal)","9.0239455E-6","0.226 ms","111"
"java.util.concurrent.ThreadPoolExecutor$Worker.runTask(Runnable)","8.50487E-6","0.213 ms","14"
"java.util.concurrent.SynchronousQueue$TransferStack.awaitFulfill(java.util.concurrent.SynchronousQueue.TransferStack.SNode, boolean, long)","8.145508E-6","0.204 ms","4"
"java.util.concurrent.ThreadPoolExecutor.getTask()","7.786148E-6","0.195 ms","14"
"java.lang.ThreadLocal$ThreadLocalMap.getEntryAfterMiss(ThreadLocal, int, ThreadLocal.ThreadLocalMap.Entry)","7.466716E-6","0.187 ms","1038"
"clojure.lang.LockingTransaction.<init>()","7.0674264E-6","0.177 ms","10"
"java.util.AbstractList$Itr.next()","6.9077105E-6","0.173 ms","203"
"java.lang.ThreadLocal$ThreadLocalMap.resize()","6.7879237E-6","0.17 ms","40"
"java.util.IdentityHashMap.keySet()","6.508421E-6","0.163 ms","1"
"java.lang.Thread.start()","6.228918E-6","0.156 ms","2"
"java.lang.Throwable.<init>()","6.0292737E-6","0.151 ms","15"
"clojure.lang.Symbol.<init>(String, String)","5.709842E-6","0.143 ms","34"
"java.util.concurrent.SynchronousQueue$TransferStack.snode(java.util.concurrent.SynchronousQueue.TransferStack.SNode, Object, java.util.concurrent.SynchronousQueue.TransferStack.SNode, int)","5.270623E-6","0.132 ms","4"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.await()","4.7914755E-6","0.12 ms","10"
"java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl.<init>(Class, Class, String)","4.7116177E-6","0.118 ms","2"
"java.util.logging.LogManager.resetLogger(String)","4.352257E-6","0.109 ms","19"
"java.lang.Class.privateGetDeclaredFields(boolean)","4.1526123E-6","0.104 ms","2"
"clojure.lang.Namespace.intern(clojure.lang.Symbol)","4.112683E-6","0.103 ms","17"
"simple_example$test_stm$iter__5686$fn__5687.<clinit>","4.112683E-6","0.103 ms","1"
"clojure.lang.Symbol.intern(String, String)","3.913038E-6","0.098 ms","34"
"java.lang.Class.searchFields(java.lang.reflect.Field[], String)","3.7932516E-6","0.095 ms","2"
"clojure.lang.PersistentHashMap$BitmapIndexedNode.find(int, int, Object, Object)","3.7932516E-6","0.095 ms","22"
"java.util.concurrent.locks.ReentrantLock$Sync.tryRelease(int)","3.6335357E-6","0.091 ms","54"
"java.util.logging.LogManager.reset()","3.5936066E-6","0.09 ms","1"
"java.util.concurrent.LinkedBlockingQueue.take()","3.5536777E-6","0.089 ms","10"
"java.util.concurrent.locks.ReentrantLock$NonfairSync.lock()","3.433891E-6","0.086 ms","29"
"clojure.lang.RT.var(String, String)","3.234246E-6","0.081 ms","17"
"clojure.lang.PersistentHashMap$ArrayNode.find(int, int, Object, Object)","3.234246E-6","0.081 ms","24"
"java.util.concurrent.FutureTask$Sync.innerSet(Object)","3.0745302E-6","0.077 ms","10"
"java.lang.ApplicationShutdownHooks.runHooks()","3.0346011E-6","0.076 ms","1"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.runPeriodic()","2.8349564E-6","0.071 ms","1"
"java.lang.Class.getDeclaredField(String)","2.8349564E-6","0.071 ms","2"
"java.lang.ThreadLocal$ThreadLocalMap.expungeStaleEntries()","2.7550984E-6","0.069 ms","40"
"java.util.concurrent.ScheduledThreadPoolExecutor.now()","2.5554536E-6","0.064 ms","1"
"java.util.concurrent.locks.ReentrantLock.lock()","2.5155248E-6","0.063 ms","29"
"java.util.concurrent.SynchronousQueue$TransferStack.transfer(Object, boolean, long)","2.3558089E-6","0.059 ms","4"
"clojure.lang.Util.equals(Object, Object)","2.3558089E-6","0.059 ms","17"
"clojure.lang.PersistentHashMap.valAt(Object, Object)","2.236022E-6","0.056 ms","17"
"java.util.concurrent.SynchronousQueue.poll(long, java.util.concurrent.TimeUnit)","2.236022E-6","0.056 ms","4"
"java.util.AbstractList$Itr.checkForComodification()","2.236022E-6","0.056 ms","203"
"java.util.concurrent.ThreadPoolExecutor$Worker.interruptIfIdle()","2.156164E-6","0.054 ms","16"
"java.lang.Thread.isInterrupted()","2.116235E-6","0.053 ms","141"
"java.util.concurrent.DelayQueue.offer(java.util.concurrent.Delayed)","2.0763061E-6","0.052 ms","1"
"java.util.logging.LogManager$Cleaner.run()","2.036377E-6","0.051 ms","1"
"java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl.compareAndSet(Object, Object, Object)","1.9964482E-6","0.05 ms","7"
"java.util.concurrent.ThreadPoolExecutor.interruptIdleWorkers()","1.9964482E-6","0.05 ms","5"
"java.util.concurrent.FutureTask.run()","1.9964482E-6","0.05 ms","11"
"java.util.logging.LogManager.getLogger(String)","1.956519E-6","0.049 ms","19"
"clojure.lang.Var.intern(clojure.lang.Namespace, clojure.lang.Symbol)","1.9165902E-6","0.048 ms","17"
"clojure.lang.Util.hash(Object)","1.8766613E-6","0.047 ms","51"
"java.lang.Thread.setName(String)","1.8367323E-6","0.046 ms","8"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.run()","1.7968033E-6","0.045 ms","2"
"clojure.lang.Namespace.findOrCreate(clojure.lang.Symbol)","1.7568744E-6","0.044 ms","17"
"sun.rmi.transport.DGCImpl$1.run()","1.7568744E-6","0.044 ms","1"
"java.util.concurrent.ThreadPoolExecutor.workerDone(java.util.concurrent.ThreadPoolExecutor.Worker)","1.7169455E-6","0.043 ms","3"
"java.util.logging.Logger.setLevel(java.util.logging.Level)","1.5173006E-6","0.038 ms","17"
"clojure.lang.PersistentHashMap.valAt(Object)","1.5173006E-6","0.038 ms","17"
"java.util.concurrent.SynchronousQueue$TransferStack.casHead(java.util.concurrent.SynchronousQueue.TransferStack.SNode, java.util.concurrent.SynchronousQueue.TransferStack.SNode)","1.4773716E-6","0.037 ms","6"
"java.util.concurrent.ThreadPoolExecutor.workerCanExit()","1.4773716E-6","0.037 ms","6"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.addConditionWaiter()","1.4374427E-6","0.036 ms","10"
"java.util.Hashtable.get(Object)","1.3575848E-6","0.034 ms","19"
"java.lang.Class.getReflectionFactory()","1.3575848E-6","0.034 ms","2"
"clojure.lang.Symbol.equals(Object)","1.3176558E-6","0.033 ms","34"
"java.util.IdentityHashMap$KeyIterator.next()","1.3176558E-6","0.033 ms","3"
"java.util.concurrent.SynchronousQueue$TransferStack$SNode.<clinit>","1.3176558E-6","0.033 ms","1"
"java.util.IdentityHashMap$IdentityHashMapIterator.<init>(java.util.IdentityHashMap)","1.2777268E-6","0.032 ms","2"
"java.util.Hashtable.<init>(int, float)","1.2777268E-6","0.032 ms","1"
"clojure.lang.Namespace.getMappings()","1.2777268E-6","0.032 ms","17"
"java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.add(Object)","1.2377978E-6","0.031 ms","1"
"java.lang.ApplicationShutdownHooks$1.run()","1.2377978E-6","0.031 ms","1"
"clojure.lang.PersistentHashMap$BitmapIndexedNode.index(int)","1.2377978E-6","0.031 ms","22"
"java.util.concurrent.SynchronousQueue$TransferStack.shouldSpin(java.util.concurrent.SynchronousQueue.TransferStack.SNode)","1.2377978E-6","0.031 ms","132"
"java.util.concurrent.ScheduledThreadPoolExecutor$DelayedWorkQueue.add(Runnable)","1.1978689E-6","0.03 ms","1"
"java.util.concurrent.atomic.AtomicReferenceFieldUpdater.newUpdater(Class, Class, String)","1.1978689E-6","0.03 ms","2"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.compareTo(Object)","1.1978689E-6","0.03 ms","2"
"java.util.logging.LogManager.getLoggerNames()","1.1579399E-6","0.029 ms","1"
"clojure.lang.PersistentHashMap.access$100(int, int)","1.1579399E-6","0.029 ms","22"
"java.lang.AbstractStringBuilder.append(int)","1.1579399E-6","0.029 ms","6"
"java.util.logging.LogManager$RootLogger.getHandlers()","1.1579399E-6","0.029 ms","1"
"java.util.logging.LogManager.checkAccess()","1.118011E-6","0.028 ms","18"
"java.util.IdentityHashMap$KeyIterator.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","1.118011E-6","0.028 ms","2"
"java.util.IdentityHashMap$KeyIterator.<init>(java.util.IdentityHashMap)","1.118011E-6","0.028 ms","2"
"java.util.concurrent.locks.ReentrantLock$Sync.nonfairTryAcquire(int)","1.078082E-6","0.027 ms","41"
"java.util.PriorityQueue.offer(Object)","1.078082E-6","0.027 ms","1"
"java.util.concurrent.ScheduledThreadPoolExecutor.triggerTime(long)","1.078082E-6","0.027 ms","1"
"java.util.logging.Logger.checkAccess()","1.078082E-6","0.027 ms","17"
"java.lang.StringBuilder.append(int)","1.078082E-6","0.027 ms","6"
"java.util.HashSet.remove(Object)","1.0381531E-6","0.026 ms","3"
"java.util.concurrent.DelayQueue.add(java.util.concurrent.Delayed)","1.0381531E-6","0.026 ms","1"
"java.util.concurrent.locks.ReentrantLock.lockInterruptibly()","1.0381531E-6","0.026 ms","10"
"java.lang.ClassLoader.getCallerClassLoader()","1.0381531E-6","0.026 ms","2"
"java.util.Properties.<init>()","9.982241E-7","0.025 ms","1"
"clojure.lang.PersistentHashMap.mask(int, int)","9.982241E-7","0.025 ms","46"
"java.util.concurrent.SynchronousQueue$TransferStack$SNode.tryCancel()","9.982241E-7","0.025 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.reportInterruptAfterWait(int)","9.582951E-7","0.024 ms","5"
"java.util.HashMap.remove(Object)","9.582951E-7","0.024 ms","3"
"java.util.Hashtable.<init>()","9.582951E-7","0.024 ms","1"
"java.util.Properties.<init>(java.util.Properties)","9.582951E-7","0.024 ms","1"
"java.util.logging.LogManager.access$900(java.util.logging.LogManager)","9.1836614E-7","0.023 ms","1"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$101(java.util.concurrent.ScheduledThreadPoolExecutor.ScheduledFutureTask)","9.1836614E-7","0.023 ms","1"
"clojure.lang.PersistentHashMap.bitpos(int, int)","8.784372E-7","0.022 ms","22"
"java.util.concurrent.FutureTask$Sync.innerRunAndReset()","8.784372E-7","0.022 ms","1"
"java.util.Hashtable.getEnumeration(int)","8.784372E-7","0.022 ms","1"
"java.util.Hashtable.keys()","8.784372E-7","0.022 ms","1"
"java.util.concurrent.FutureTask.runAndReset()","8.3850824E-7","0.021 ms","1"
"java.util.logging.Logger.getHandlers()","8.3850824E-7","0.021 ms","17"
"java.util.IdentityHashMap$IdentityHashMapIterator.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","8.3850824E-7","0.021 ms","2"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.compareTo(java.util.concurrent.Delayed)","7.9857926E-7","0.02 ms","2"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.access$301(java.util.concurrent.ScheduledThreadPoolExecutor.ScheduledFutureTask)","7.586503E-7","0.019 ms","1"
"java.util.concurrent.ScheduledThreadPoolExecutor.access$201(java.util.concurrent.ScheduledThreadPoolExecutor)","7.586503E-7","0.019 ms","1"
"java.util.IdentityHashMap.access$600(Object)","7.586503E-7","0.019 ms","3"
"java.util.PriorityQueue.siftUp(int, Object)","7.586503E-7","0.019 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireQueued(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node, int)","7.586503E-7","0.019 ms","7"
"java.util.Hashtable$Enumerator.<init>(java.util.Hashtable, int, boolean)","7.586503E-7","0.019 ms","1"
"clojure.lang.LockingTransaction$RetryEx.<init>()","7.586503E-7","0.019 ms","10"
"java.lang.Class.checkMemberAccess(int, ClassLoader)","7.1872137E-7","0.018 ms","2"
"java.util.IdentityHashMap$IdentityHashMapIterator.nextIndex()","7.1872137E-7","0.018 ms","3"
"java.util.concurrent.Executors$RunnableAdapter.call()","7.1872137E-7","0.018 ms","1"
"clojure.lang.Util.hashCombine(int, int)","6.787924E-7","0.017 ms","34"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquireInterruptibly(int)","6.787924E-7","0.017 ms","10"
"java.lang.Exception.<init>()","6.787924E-7","0.017 ms","5"
"java.lang.Class.checkInitted()","6.787924E-7","0.017 ms","2"
"java.lang.Error.<init>()","6.388634E-7","0.016 ms","10"
"java.util.IdentityHashMap$KeySet.<init>(java.util.IdentityHashMap, java.util.IdentityHashMap.1)","6.388634E-7","0.016 ms","1"
"java.lang.Thread.checkAccess()","5.9893443E-7","0.015 ms","22"
"java.lang.Thread.join()","5.590055E-7","0.014 ms","1"
"java.util.logging.Logger.updateEffectiveLevel()","5.590055E-7","0.014 ms","17"
"java.util.logging.LogManager.initializeGlobalHandlers()","5.590055E-7","0.014 ms","1"
"java.lang.InterruptedException.<init>()","5.590055E-7","0.014 ms","5"
"java.lang.Integer.bitCount(int)","5.590055E-7","0.014 ms","22"
"java.util.HashMap.removeEntryForKey(Object)","5.590055E-7","0.014 ms","3"
"java.lang.StringBuffer.toString()","5.1907654E-7","0.013 ms","2"
"java.util.IdentityHashMap$KeySet.<init>(java.util.IdentityHashMap)","5.1907654E-7","0.013 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.checkInterruptWhileWaiting(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","5.1907654E-7","0.013 ms","5"
"java.util.concurrent.SynchronousQueue$TransferStack.clean(java.util.concurrent.SynchronousQueue.TransferStack.SNode)","4.7914756E-7","0.012 ms","1"
"java.util.PriorityQueue.siftUpComparable(int, Object)","4.7914756E-7","0.012 ms","1"
"java.lang.Class.clearCachesOnClassRedefinition()","4.392186E-7","0.011 ms","2"
"java.util.HashMap$ValueIterator.next()","4.392186E-7","0.011 ms","1"
"java.lang.ThreadGroup.add(Thread)","4.392186E-7","0.011 ms","2"
"java.util.concurrent.locks.ReentrantLock.tryLock()","3.9928963E-7","0.01 ms","16"
"java.util.IdentityHashMap.unmaskNull(Object)","3.9928963E-7","0.01 ms","3"
"java.util.HashMap$EntrySet.<init>(java.util.HashMap, java.util.HashMap.1)","3.5936068E-7","0.0090 ms","10"
"java.util.Hashtable$Enumerator.nextElement()","3.5936068E-7","0.0090 ms","19"
"java.util.concurrent.ScheduledThreadPoolExecutor$ScheduledFutureTask.isPeriodic()","3.5936068E-7","0.0090 ms","2"
"java.util.HashMap$KeySet.<init>(java.util.HashMap, java.util.HashMap.1)","3.5936068E-7","0.0090 ms","20"
"java.util.concurrent.SynchronousQueue$TransferStack$SNode.<init>(Object)","3.5936068E-7","0.0090 ms","4"
"java.lang.Integer.getChars(int, int, char[])","3.194317E-7","0.0080 ms","6"
"java.util.Dictionary.<init>()","2.7950276E-7","0.0070 ms","1"
"java.util.Hashtable$Enumerator.hasMoreElements()","2.7950276E-7","0.0070 ms","20"
"java.util.logging.LogManager.access$000()","2.7950276E-7","0.0070 ms","1"
"java.lang.ThreadLocal.initialValue()","2.7950276E-7","0.0070 ms","10"
"java.net.URLClassLoader$1.<init>(java.net.URLClassLoader, String)","2.7950276E-7","0.0070 ms","2"
"java.lang.ref.SoftReference.<init>(Object)","2.7950276E-7","0.0070 ms","1"
"java.lang.ThreadLocal$ThreadLocalMap.setThreshold(int)","2.7950276E-7","0.0070 ms","40"
"java.lang.reflect.Modifier.isProtected(int)","2.7950276E-7","0.0070 ms","4"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.transferAfterCancelledWait(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","2.3957378E-7","0.0060 ms","5"
"java.util.concurrent.TimeUnit$1.toNanos(long)","2.3957378E-7","0.0060 ms","4"
"java.util.IdentityHashMap$IdentityHashMapIterator.hasNext()","2.3957378E-7","0.0060 ms","4"
"java.util.HashMap$EntrySet.<init>(java.util.HashMap)","2.3957378E-7","0.0060 ms","10"
"java.util.HashMap$KeySet.<init>(java.util.HashMap)","2.3957378E-7","0.0060 ms","20"
"java.util.Hashtable.remove(Object)","2.3957378E-7","0.0060 ms","2"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.fullyRelease(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","2.3957378E-7","0.0060 ms","10"
"java.util.concurrent.locks.ReentrantLock$NonfairSync.tryAcquire(int)","1.9964482E-7","0.0050 ms","25"
"java.util.PriorityQueue.peek()","1.9964482E-7","0.0050 ms","1"
"java.util.concurrent.ThreadPoolExecutor.isShutdown()","1.9964482E-7","0.0050 ms","1"
"java.util.concurrent.atomic.AtomicReferenceFieldUpdater.<init>()","1.5971585E-7","0.0040 ms","2"
"java.lang.AbstractStringBuilder.stringSizeOfInt(int)","1.5971585E-7","0.0040 ms","6"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.isOnSyncQueue(java.util.concurrent.locks.AbstractQueuedSynchronizer.Node)","1.1978689E-7","0.0030 ms","10"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$Node.<init>(Thread, int)","7.985793E-8","0.0020 ms","10"
"java.util.concurrent.SynchronousQueue$TransferStack$SNode.isCancelled()","7.985793E-8","0.0020 ms","1"
"java.util.logging.LogManager.access$402(java.util.logging.LogManager, boolean)","7.985793E-8","0.0020 ms","1"
"java.lang.Float.isNaN(float)","7.985793E-8","0.0020 ms","1"
"java.util.logging.LogManager.access$302(java.util.logging.LogManager, boolean)","7.985793E-8","0.0020 ms","1"
"java.util.concurrent.LinkedBlockingQueue.poll()","3.9928963E-8","0.0010 ms","5"
"java.util.concurrent.SynchronousQueue.isEmpty()","3.9928963E-8","0.0010 ms","1"
"java.util.concurrent.locks.AbstractQueuedSynchronizer$ConditionObject.unlinkCancelledWaiters()","3.9928963E-8","0.0010 ms","1"
"java.util.concurrent.FutureTask$Sync.tryReleaseShared(int)","0.0","0.0 ms","10"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.selfInterrupt()","0.0","0.0 ms","2"
"java.lang.reflect.Modifier.isVolatile(int)","0.0","0.0 ms","2"
"java.util.concurrent.locks.AbstractQueuedSynchronizer.acquire(int)","0.0","0.0 ms","2"
"java.lang.Thread.join(long)","0.0","0.0 ms","1"
